2019-10-23 10:57:01,275 [ 1] FATAL Main - fileListView_BeforeCheckNode > System.Exception: Object reference not set to an instance of an object. ---> System.NullReferenceException: Object reference not set to an instance of an object.
   at Automation.Client.ServerCommunication.UI.DependentTaskUploadDownload.frmDependencyUploadDownload.p7c8pa4bZY(Object  , CheckNodeEventArgs  )
   --- End of inner exception stack trace ---
2019-10-29 14:07:36,323 [ 1] INFO  Main - Program:Main > AAMain start.
2019-10-29 14:07:37,183 [ 1] INFO  Main - IAuthentication.AutoAuthenticate > Before Invoke
2019-10-29 14:07:37,183 [ 1] INFO  Main - Arguments > Count = 1
Arg[0] = Automation.CR.ClientSdk.Security.Authentication.Model.AutoLoginInfo

2019-10-29 14:07:37,370 [ 1] INFO  Main - IAuthentication.AutoAuthenticate > After Invoke
2019-10-29 14:07:37,792 [ 1] INFO  Main - IAuthentication.FetchType > Before Invoke
2019-10-29 14:07:37,792 [ 1] INFO  Main - Arguments > Count = 0

2019-10-29 14:07:37,823 [ 1] INFO  Main - IAuthentication.FetchType > After Invoke
2019-10-29 14:07:37,855 [ 1] INFO  Main - SaveServerSetting > Server settings saved.
2019-10-29 14:07:37,870 [ 1] INFO  Main - getADClientInfo > marcato
2019-10-29 14:07:37,964 [ 1] INFO  Main - IAuthentication.ADAuthenticate > Before Invoke
2019-10-29 14:07:37,964 [ 1] INFO  Main - Arguments > Count = 1
Arg[0] = Automation.CR.ClientSdk.Security.Authentication.Model.LoginInfo

2019-10-29 14:07:38,620 [ 1] INFO  Main - IAuthentication.ADAuthenticate > After Invoke
2019-10-29 14:07:38,636 [ 1] INFO  Main - ADUserLogin > Access Token found.
2019-10-29 14:07:38,730 [ 1] INFO  Main - saveLoggedinUserInfo > Logged in User info is saved.
2019-10-29 14:07:38,745 [ 1] INFO  Main - IConfigurationService.Get > Before Invoke
2019-10-29 14:07:38,745 [ 1] INFO  Main - Arguments > Count = 1
Arg[0] = System.Collections.Generic.List`1[Automation.CR.ClientSdk.Config.Configuration]

2019-10-29 14:07:38,839 [ 1] INFO  Main - IConfigurationService.Get > After Invoke
2019-10-29 14:07:38,839 [ 1] INFO  Main - ILicenseService.GetLicense > Before Invoke
2019-10-29 14:07:38,839 [ 1] INFO  Main - Arguments > Count = 0

2019-10-29 14:07:38,870 [ 1] INFO  Main - ILicenseService.GetLicense > After Invoke
2019-10-29 14:07:38,870 [ 1] INFO  Main - isLicenseInfoRetrieved > LicenseInfo available.
2019-10-29 14:07:38,870 [ 1] INFO  Main - ADUserLogin > Centralized Configuration and License Info retrieved.
